MISBP;Электроэнергетика;Публичное акционерное общество «ТНС энерго Марий Эл» — гарантирующий поставщик электрической энергии на территории Республики Марий Эл. Это одна из динамично-развивающихся организаций, оказывающих услуги населению и организациям региона. Компанию выгодно отличают крупная сеть офисов обслуживания клиентов, широкая «линейка» предлагаемых потребителям сервисов и услуг, доступных как при очном, так и дистанционном обслуживании. «ТНС энерго Марий Эл» сегодня — это  коллектив квалифицированных, грамотных и нацеленных на результат специалистов, 15 офисов обслуживания клиентов, профессиональный  контактный центр, функциональный и адаптированный под потребности клиента сайт. Общество обслуживает 313 165 физических лиц и 7 714 юридических лиц.
MISB;Электроэнергетика;Публичное акционерное общество «ТНС энерго Марий Эл» — гарантирующий поставщик электрической энергии на территории Республики Марий Эл. Это одна из динамично-развивающихся организаций, оказывающих услуги населению и организациям региона. Компанию выгодно отличают крупная сеть офисов обслуживания клиентов, широкая «линейка» предлагаемых потребителям сервисов и услуг, доступных как при очном, так и дистанционном обслуживании. «ТНС энерго Марий Эл» сегодня — это  коллектив квалифицированных, грамотных и нацеленных на результат специалистов, 15 офисов обслуживания клиентов, профессиональный  контактный центр, функциональный и адаптированный под потребности клиента сайт. Общество обслуживает 313 165 физических лиц и 7 714 юридических лиц.
MGTS;Телекоммуникации;ПАО МГТС («Московская городская телефонная сеть») — главный оператор связи в Москве, находится в авангарде этого процесса и задает планку для всего рынка. Чтобы передовые телекоммуникационные сервисы стали доступны, необходима высокоскоростная сеть передачи данных. МГТС вышла на завершающий этап реализации масштабного проекта по строительству волоконно-оптической сети GPON в Москве. Жители и компании города пользуются инновационными сервисами на ее базе. В 2015 году большинство домов столицы подключены к оптической сети, что открывает новые перспективы. Сеть МГТС является цифровой платформой «умного дома», «умного офиса», «умного города». И я рад, что наша компания, история которой насчитывает более 130 лет, вновь получила возможность сделать жизнь города и его жителей удобнее, безопаснее и интереснее.
MGNZ;Металлы и добыча;ОАО "СМЗ" является рекордсменом в истории мировой магниевой промышленности по продолжительности производства первичного магния на одном предприятии. Остальные производители, с более ранней историей, прекратили свое существование, не выдержав рыночной конкуренции. Основной рыночного успеха СМЗ является надежность цепи поставок основных видов сырья, материалов и энергоресурсов, необходимых для обеспечения бесперебойной деятельности предприятия и производства продукции необходимого качества. Пермский край является энергоизбыточным регионом. Пермская ГРЭС, самая мощная в РАО ЕЭС, распложена на расстоянии 150 км от СМЗ и является основным источником обеспечения предприятия электроэнергией. СМЗ является современным, динамично развивающимся предприятием, лидером магниевой и редкометальной промышленности Российской Федерации, на долю которого приходится производство практически 100% соединений РЗЭ, ниобия и тантала, более 60% товарного магния и 4-5% титановой губки в стране. Основным направлением развития компании является расширение номенклатуры выпускаемой продукции за счет организации выпуска новых продуктов с более глубокой степенью переработки. СМЗ является активным участником международной интеграции, членом российских и международных организаций и ассоциаций, продукция компании поставляется в страны Европы, Азии и Северной Америки.
MFGSP;Нефть и газ;Открытое акционерное общество «Славнефть-Мегионнефтегаз» (ОАО «СН-МНГ») является основным нефтегазодобывающим предприятием компании «Славнефть» (на паритетных началах принадлежит ПАО НК «Роснефть» и ПАО «Газпром нефть»). Предприятие осуществляет разработку нефтегазовых месторождений в Нижневартовском, Сургутском и Нефтеюганском районах Ханты-Мансийского автономного округа – Югры. История предприятия ведет отсчет с 1 августа 1964 года, когда для освоения новых месторождений Среднего Приобья было учреждено первое в Нижневартовском районе нефтепромысловое управление «Мегионнефть». За прошедшие с того момента десятилетия мегионские нефтяники добились больших успехов в производственной деятельности и внесли существенный вклад в развитие промышленной и социальной инфраструктуры ХМАО-Югры.
MFGS;Нефть и газ;Открытое акционерное общество «Славнефть-Мегионнефтегаз» (ОАО «СН-МНГ») является основным нефтегазодобывающим предприятием компании «Славнефть» (на паритетных началах принадлежит ПАО НК «Роснефть» и ПАО «Газпром нефть»). Предприятие осуществляет разработку нефтегазовых месторождений в Нижневартовском, Сургутском и Нефтеюганском районах Ханты-Мансийского автономного округа – Югры. История предприятия ведет отсчет с 1 августа 1964 года, когда для освоения новых месторождений Среднего Приобья было учреждено первое в Нижневартовском районе нефтепромысловое управление «Мегионнефть». За прошедшие с того момента десятилетия мегионские нефтяники добились больших успехов в производственной деятельности и внесли существенный вклад в развитие промышленной и социальной инфраструктуры ХМАО-Югры.
MAGEP;Электроэнергетика;Начало деятельности энергосистемы положено 7 ноября 1933 года с постройки в Магадане первой электростанции. С развитием этого региона предприятие преобразовывалось и в апреле 1993 года, компания обрела окончательное имя: «ОАО „Магаданэнерго“». Магаданская энергосистема осуществляет свою деятельность на территории Магаданской области, Чукотского автономного округа, частично республики Саха (Якутия) и состоит из четырёх раздельно работающих энергоузлов: Центрального, Чаун-Билибинского, Эгвекинотского, Анадырского. Особенностью «Магаданэнерго» является её изолированность и удалённость от электросетей РАО «ЕЭС России», а также то, что Магаданская область не имеет железных дорог. Электрическая мощность всех электростанций «Магаданэнерго» составляет 438,5 Мвт, тепловая мощность — 949 Гкал. В состав энергосистемы «Магаданэнерго» входят:  Анадырская ТЭЦ; Аркагалинская ГРЭС; Магаданская ТЭЦ; Чаунская ТЭЦ; Эгвекинотская ГРЭС. 
MAGE;Электроэнергетика;Начало деятельности энергосистемы положено 7 ноября 1933 года с постройки в Магадане первой электростанции. С развитием этого региона предприятие преобразовывалось и в апреле 1993 года, компания обрела окончательное имя: «ОАО „Магаданэнерго“». Магаданская энергосистема осуществляет свою деятельность на территории Магаданской области, Чукотского автономного округа, частично республики Саха (Якутия) и состоит из четырёх раздельно работающих энергоузлов: Центрального, Чаун-Билибинского, Эгвекинотского, Анадырского. Особенностью «Магаданэнерго» является её изолированность и удалённость от электросетей РАО «ЕЭС России», а также то, что Магаданская область не имеет железных дорог. Электрическая мощность всех электростанций «Магаданэнерго» составляет 438,5 Мвт, тепловая мощность — 949 Гкал. В состав энергосистемы «Магаданэнерго» входят:  Анадырская ТЭЦ; Аркагалинская ГРЭС; Магаданская ТЭЦ; Чаунская ТЭЦ; Эгвекинотская ГРЭС. 
LVHK;Прочее;Главным направлением деятельности российской инновационной компании «Левенгук» является производство оптических приборов. На сегодняшний день «Левенгук» производит микроскопы, бинокли, телескопы, зрительные трубы, монокуляры, лупы, микропрепараты для микроскопов, средства по уходу за оптикой и другие аксессуары. Особым направлением является оптика для детей под маркой Levenhuk LabZZ – яркие и простые в использовании телескопы, микроскопы, бинокли и наборы оптики. Группа «Левенгук» была основана в США в 2002 году. В 2007 году главный офис был перенесен в Москву, что позволило компании находиться ближе к конечному потребителю своей продукции и упростить логистику.
LSRG;Строительство;ПАО «Группа ЛСР» работает на строительном рынке России с 1993 года. За это время компания достигла масштабов крупнейшего строительного холдинга в стране. Основные направления деятельности «Группы ЛСР»:  девелопмент и строительство недвижимости; производство строительных материалов.  Девелоперские проекты Группа реализует во всех сегментах недвижимости: от строительства жилья массовых серий до элитных домов по проектам ведущих отечественных и зарубежных архитекторов. Домостроительные комбинаты «Группы ЛСР» в Санкт-Петербурге, в Москве и в Екатеринбурге производят 1 млн кв. м жилья в год. Предприятия «Группы ЛСР» занимаются добычей и производством основных строительных материалов: песка, гранитного щебня, бетона, железобетона, газобетона и кирпича. Основной бизнес компании сконцентрирован в крупнейших регионах России: в Санкт-Петербурге и Ленинградской области, в Москве и Московской области, в Екатеринбурге и Свердловской области.
KUZB;Финансы;Банк «Кузнецкий» основан в 1990 году и является универсальным финансово-кредитным институтом, оказывающим своим клиентам широкий спектр банковских продуктов, принятых в международной финансовой практике. В числе предоставляемых услуг: потребительское кредитование, расчетно-кассовое обслуживание, выпуск пластиковых карт, аренда сейфовых ячеек, разнообразные вклады, денежные переводы в рублях и другие банковские продукты.
KUBE;Электроэнергетика;Публичное акционерное общество Россети Кубань — крупнейшая электросетевая компания на территории Краснодарского края и Республики Адыгея, осуществляющая передачу и распределение электрической энергии по сетям напряжением 110 кВ и ниже. Общая протяженность линий электропередачи достигает 90 тыс. км. В состав энергосистемы входят 11 электросетевых предприятий (Краснодарские, Сочинские, Армавирские, Адыгейские, Тимашевские, Тихорецкие, Ленинградские, Славянские, Юго-Западные, Лабинские, Усть-Лабинские). Общая протяженность линий электропередачи достигает 90 тыс. км. Площадь обслуживаемой территории — 83 тыс. кв. км, численность населения — более 5, 5 млн. человек. Основная задача компании — обеспечивать надежное и стабильное энергоснабжение всех потребителей Краснодарского края и Республики Адыгея, а также растущие потребности экономики регионов в электроэнергии.
KRSBP;Электроэнергетика;ПАО «Красноярскэнергосбыт» образовано 1 октября 2005 года в результате реформирования ОАО «Красноярскэнерго» на базе филиала Энергосбыт. Входит в структуру АО «ЭСК «РусГидро» (51,75% ДЗО ПАО «РусГидро»). Главная задача компании  – это реализация электроэнергии и оказание сопутствующих услуг всем добросовестным потребителям. ПАО «Красноярскэнергосбыт» обслуживает более 30 000 клиентов – юридических лиц и более 970 000 физических лиц – жителей городов и сел Красноярского края. В состав ПАО «Красноярскэнергосбыт» входят 8 межрайонных отделений:  Пригородное, Ачинское, Канское, Заозерновское, Кодинское, Лесосибирское, Минусинское, Шарыповское,  а также более 50 районных отделений и участков в различных городах и селениях края. ПАО «Красноярскэнергосбыт» является крупным работодателем на территории Красноярского края. Коллектив компании  насчитывает более 1600 человек.
KRSB;Электроэнергетика;ПАО «Красноярскэнергосбыт» образовано 1 октября 2005 года в результате реформирования ОАО «Красноярскэнерго» на базе филиала Энергосбыт. Входит в структуру АО «ЭСК «РусГидро» (51,75% ДЗО ПАО «РусГидро»). Главная задача компании  – это реализация электроэнергии и оказание сопутствующих услуг всем добросовестным потребителям. ПАО «Красноярскэнергосбыт» обслуживает более 30 000 клиентов – юридических лиц и более 970 000 физических лиц – жителей городов и сел Красноярского края. В состав ПАО «Красноярскэнергосбыт» входят 8 межрайонных отделений:  Пригородное, Ачинское, Канское, Заозерновское, Кодинское, Лесосибирское, Минусинское, Шарыповское,  а также более 50 районных отделений и участков в различных городах и селениях края. ПАО «Красноярскэнергосбыт» является крупным работодателем на территории Красноярского края. Коллектив компании  насчитывает более 1600 человек.
KROTP;Финансы;ОАО «Красный Октябрь» — московская кондитерская фабрика, выпускает карамель, конфеты, шоколад и ирис. Красный Октябрь одно из старейших предприятий в кондитерской отрасли России, его история начинается с середины 19-го века. В 1992 году фабрика была реорганизована в открытое акционерное общество, которое в 2000-е годы вошло в компанию Объединенные кондитеры. Сегодня «Красный Октябрь» – это:  64 тыс. тонн продукции в год; 2,9 тысяч работников; производственные филиалы в Рязани, Коломне, Егорьевске; продукция европейского качества, аттестованная и сертифицированная по современным системам (ИСО, ХАСП и т.д); юридически закрепленный за фабрикой портфель известнейших кондитерских брендов, все из которых разработаны и впервые выпущены фабрикой («Аленка», «Мишка косолапый», «Золотой Ярлык», «Раковые шейки» и многие другие); предприятие высокой социальной защищенности работников (современная столовая, буфеты, амбулатория). 
KROT;Финансы;ОАО «Красный Октябрь» — московская кондитерская фабрика, выпускает карамель, конфеты, шоколад и ирис. Красный Октябрь одно из старейших предприятий в кондитерской отрасли России, его история начинается с середины 19-го века. В 1992 году фабрика была реорганизована в открытое акционерное общество, которое в 2000-е годы вошло в компанию Объединенные кондитеры. Сегодня «Красный Октябрь» – это:  64 тыс. тонн продукции в год; 2,9 тысяч работников; производственные филиалы в Рязани, Коломне, Егорьевске; продукция европейского качества, аттестованная и сертифицированная по современным системам (ИСО, ХАСП и т.д); юридически закрепленный за фабрикой портфель известнейших кондитерских брендов, все из которых разработаны и впервые выпущены фабрикой («Аленка», «Мишка косолапый», «Золотой Ярлык», «Раковые шейки» и многие другие); предприятие высокой социальной защищенности работников (современная столовая, буфеты, амбулатория). 
KRKOP;Машиностроение;«Таганрогский котлостроительный завод Красный котельщик»,входящий в состав концерна ПАО «Силовые машины», одна из ведущих компаний отечественного котлостроения, имеющая международный опыт и компетенции в области проектирования, изготовления и комплексной поставки оборудования для тепловой энергетики, включая исполнение контрактов под ключ. Предприятие консолидирует опыт двух отечественных школ котлостроения и хорватского актива Duro Dakovic ТЕР, имеет возможность привлекать крупнейших мировых производителей к разработке и реализации инновационных технологий в области энергомашиностроения. В продуктовую линейку «Красного котельщика» входят котлы на органическом топливе, котлы-утилизаторы для ПГУ, теплообменное и вспомогательное оборудование. Хорватский актив ТКЗ специализируется на производстве котлов на биомассе (древесная щепа), нефтегазовых промышленных котлов, поверхностей нагрева, элементов трубопроводов, а также проектировании котлов для сжигания твердых бытовых отходов и биомассы, промышленных котлов и котлов-утилизаторов (КУ), оборудования для котлов различного назначения по базовому инжинирингу других фирм.
KRKNP;Нефть и газ;ПАО Саратовский НПЗ одно из старейших российских нефтеперерабатывающих предприятий. В 1994 году предприятие получило статус открытого акционерного общества, в 2015 году публичного. С 2013 года входит в состав ОАО НК Роснефть. Среди продукции, выпускаемой Саратовским НПЗ, дизельное топливо, неэтилированные бензины, мазут, битумы, техническая сера, вакуумный газойль и многое другое. Некоторые виды продукции предприятия становились лауреатами конкурса сто лучших товаров России. Публичное акционерное общество «Саратовский нефтеперерабатывающий завод» уведомляет, что 30 апреля 2014 года Совет директоров ПАО «Саратовский НПЗ» принял решение о расторжении договора с регистратором общества – закрытым акционерным обществом «Иркол» и замене регистратора.
KRKN;Нефть и газ;ПАО Саратовский НПЗ одно из старейших российских нефтеперерабатывающих предприятий. В 1994 году предприятие получило статус открытого акционерного общества, в 2015 году публичного. С 2013 года входит в состав ОАО НК Роснефть. Среди продукции, выпускаемой Саратовским НПЗ, дизельное топливо, неэтилированные бензины, мазут, битумы, техническая сера, вакуумный газойль и многое другое. Некоторые виды продукции предприятия становились лауреатами конкурса сто лучших товаров России. Публичное акционерное общество «Саратовский нефтеперерабатывающий завод» уведомляет, что 30 апреля 2014 года Совет директоров ПАО «Саратовский НПЗ» принял решение о расторжении договора с регистратором общества – закрытым акционерным обществом «Иркол» и замене регистратора.
KOGK;Металлы и добыча;ПАО «Коршуновский ГОК» — основанное в 2003 году, – одна из ведущих мировых компаний в горнодобывающей и металлургической отраслях. В компанию входят производственные предприятия в 11 регионах России, а также в Литве и Украине. «Коршуновский ГОК» — единственное в Восточной Сибири горно-обогатительное предприятие с собственной ресурсной базой. Производимый на комбинате железорудный концентрат является одним из лучших в России: имеет низкое шлакообразование, легко плавится, не содержит вредных примесей. Благодаря высокому качеству продукция ПАО Коршуновский ГОК высоко востребована как на российском, так и на международном рынке. Основным экспортным рынком для ПАО Коршуновский ГОК является Китай.
KMEZ;Прочее;Публичное акционерное общество «Ковровский механический завод» – одно из ведущих предприятий атомной отрасли России, специализирующееся на изготовлении наукоёмкой и технически сложной продукции – газовых центрифуг. На сегодняшний день Ковровский механический завод изготавливает надкритические газовые центрифуги девятого поколения. Надкритическая газовая центрифуга – это высокопроизводительное оборудование для разделения изотопов урана. Предприятие входит в состав Топливной компании Росатома «ТВЭЛ». Доля производства газовых центрифуг в общем портфеле заказов ПАО «КМЗ» составляет более 95%. Генеральный директор завода – Ахмадышев Владимир Борисович
KLVZ;Прочее;ПАО «Алкогольная группа Кристалл» (АГК) является бенефициаром ООО «Калужский ликеро-водочный завод Кристалл» (КЛВЗ Кристалл). ООО «Калужский ликеро-водочный завод «Кристалл» (КЛВЗ) входит в топ-10 крупнейших производителей крепкого алкоголя в России. Ведет свою историю с июля 1901 года, когда в Калуге был открыт Казенный винный склад. Продукция завода неоднократно побеждала на международных выставках. Помимо поставок в 61 регион РФ, продукция компании импортируется (в частности, Казахстан, Азербайджан и Китай).  
KLSB;Электроэнергетика;ПАО «Калужская сбытовая компания» (до 2 июня 2017 года - ОАО «Калужская сбытовая компания») — гарантирующий поставщик электроэнергии в Калужской области.  Ведущие направления деятельности компании: закупка электроэнергии на оптовом рынке электроэнергии и мощности и ее дальнейшая реализация потребителям. «Калужская сбытовая компания» осуществила проект строительства газотурбинной станции (ГТУ-ТЭЦ №1), открытие которой произошло 19 декабря 2012 года, первой среди энергосбытовых компаний.
KGKCP;Электроэнергетика;Публичное акционерное общество «Курганская генерирующая компания» является основным производителем электрической и тепловой энергии в Зауралье. Приоритетным направлением деятельности ПАО «КГК» является создание современного востребованного производства электро- и теплоэнергии на базе передовых технологий, развитие теплосетевого комплекса, формирование условий для привлечения инвестиций, повышение уровня экологической безопасности, улучшение условий труда и производства. В генерирующей компании трудится почти 2,6 тысяч человек.
KCHEP;Электроэнергетика;Публичное акционерное общество энергетики и электрификации «Камчатскэнерго» - дочернее предприятие ПАО «РАО ЭС Востока», занимается производством, передачей и распределением электрической и тепловой энергии, поставкой (продажей) электрической и тепловой энергии по установленным тарифам, оказывает услуги по эксплуатации энергетических объектов.
KCHE;Электроэнергетика;Публичное акционерное общество энергетики и электрификации «Камчатскэнерго» - дочернее предприятие ПАО «РАО ЭС Востока», занимается производством, передачей и распределением электрической и тепловой энергии, поставкой (продажей) электрической и тепловой энергии по установленным тарифам, оказывает услуги по эксплуатации энергетических объектов.  
KAZTP;Нет данных;ПАО "КуйбышевАзот" является одним из ведущих предприятий российской химической промышленности. Предприятие осуществляет свою деятельность по двум основным направлениям: - капролактам и продукты его переработки (полиамид-6, высокопрочные технические и текстильные нити, кордная ткань, инженерные пластики); - аммиак и азотные удобрения. Кроме того «КуйбышевАзот» производит технологические газы, обеспечивающие потребности основных бизнес-направлений, и вместе с тем являющиеся самостоятельными товарными продуктами.
KAZT;Нет данных;ПАО "КуйбышевАзот" является одним из ведущих предприятий российской химической промышленности. Предприятие осуществляет свою деятельность по двум основным направлениям: - капролактам и продукты его переработки (полиамид-6, высокопрочные технические и текстильные нити, кордная ткань, инженерные пластики); - аммиак и азотные удобрения. Кроме того «КуйбышевАзот» производит технологические газы, обеспечивающие потребности основных бизнес-направлений, и вместе с тем являющиеся самостоятельными товарными продуктами.
JNOSP;Нефть и газ;Ново-Ярославский нефтеперерабатывающий завод (ПАО «Славнефть-ЯНОС») был пущен в эксплуатацию в 1961 г. С 1995 г. предприятие входит в состав вертикально-интегрированной нефтяной компании «Славнефть».  В настоящее время ПАО «Славнефть - ЯНОС» является одним из крупнейших предприятий России по производству продуктов нефтепереработки. Средний показатель объема переработки нефти в ПАО «Славнефть-ЯНОС» составляет порядка 15 млн тонн нефти в год. Ассортимент продукции завода включает автомобильные бензины и дизельное топливо стандарта Евро-5, авиационный керосин и топливо для реактивных двигателей, широкий спектр масел, битумы, парафино-восковую продукцию, ароматические углеводороды, сжиженные газы и топочный мазут.
JNOS;Нефть и газ;Ново-Ярославский нефтеперерабатывающий завод (ПАО «Славнефть-ЯНОС») был пущен в эксплуатацию в 1961 г. С 1995 г. предприятие входит в состав вертикально-интегрированной нефтяной компании «Славнефть».  В настоящее время ПАО «Славнефть - ЯНОС» является одним из крупнейших предприятий России по производству продуктов нефтепереработки. Средний показатель объема переработки нефти в ПАО «Славнефть-ЯНОС» составляет порядка 15 млн тонн нефти в год. Ассортимент продукции завода включает автомобильные бензины и дизельное топливо стандарта Евро-5, авиационный керосин и топливо для реактивных двигателей, широкий спектр масел, битумы, парафино-восковую продукцию, ароматические углеводороды, сжиженные газы и топочный мазут.
INGR;Прочее;ГК «Инград» — крупная инвестиционно-девелоперская компания, которая ведет свою деятельность с 2012 года. Группа компаний «Инград» специализируется на строительстве жилых кварталов и микрорайонов комфорт и бизнес-класса в Москве и ближнем Подмосковье, уделяя особое внимание соблюдению сроков и качеству строительства, формированию комфортной среды для жителей, созданию доступной и разнообразной образовательной, спортивной, бытовой инфраструктуры.
IGST;Металлы и добыча;ПАО «Ижсталь» занимает ведущие позиции среди российских производителей специальных марок стали, сплавов и нержавеющего проката. Выпускает сортовой, калиброванный и обточенный прокат, холоднокатаную ленту, стальные фасонные профили высокой точности из конструкционных, инструментальных, быстрорежущих, нержавеющих марок стали. Потребителями продукции ОАО «Ижсталь» являются предприятия автомобильной, авиационной, нефтяной, горнодобывающей промышленностей, оборонного комплекса и высокотехнологичного машиностроения, инструментальные заводы. Из металлопродукции предприятия изготавливают детали машин, подшипников, буровых установок, высокопроизводительный режущий инструмент, работающий при высоких температурах и скоростях резания, рессоры, пружины, товары народного потребления. Продукция ОАО «Ижсталь» отгружается в США, страны ЕС и СНГ.
HIMCP;Нет данных;ПАО «Химпром» - одно из ключевых предприятий отечественной химической индустрии, чья деятельность сосредоточена на крупнотоннажной химии. Мы производим более 150 наименований и марок продукции, которая пользуется спросом на внутреннем и международном рынках. Стратегия развития компании ориентирована на производство продукции с высокой добавленной стоимостью, строительство новых и модернизацию существующих производственных мощностей на действующих площадках, создание новых перспективных продуктов. ПАО «Химпром» активно занимается научно-исследовательскими работами в области химии, энергоэффективности и экологии. Основные производственные комплексы – неорганический, органический, хлорорганический, фосфорорганический, кремнийорганический, резинохимикаты, поверхностно активные вещества, а также реагенты для теплоэнергетики, нефтедобывающей и нефтеперерабатывающей промышленности.
